user_id,full_name,email,phone_number,registration_date,registration_channel,date_of_birth,gender,city,province,is_email_verified,is_phone_verified,account_status
USR00015,"Dt. Satya Kusumo, S.E.I",widyaanggraini@hotmail.com,081236330066,2026-01-04 04:54:46.779221,phone,1969-10-02,Male,Jakarta,DKI Jakarta,True,True,active
USR00016,Kezia Riyanti,qnuraini@hotmail.com,085226809078,2026-03-02 10:58:49.779221,phone,1966-03-19,Male,Yogyakarta,DI Yogyakarta,True,True,active
USR00017,"Najam Latupono, M.Pd",siska51@yahoo.com,088859353022,2026-02-15 07:48:08.779221,google,1995-01-07,Male,Jakarta,DKI Jakarta,True,True,suspended
USR00018,Jaeman Adriansyah,belinda28@gmail.com,082281969904,2026-03-29 07:38:41.779221,facebook,2007-12-25,Male,Jakarta,DKI Jakarta,True,True,active
USR00019,Zaenab Uyainah,gaduhwahyudin@gmail.com,082217634795,2025-12-23 21:22:57.779221,google,2002-02-19,Female,Bandung,Jawa Barat,True,True,suspended
USR00020,"Dr. Vega Adriansyah, M.Ak",aisyah01@yahoo.com,085842781920,2026-02-03 19:05:18.779221,phone,1986-05-11,Female,Bandung,Jawa Barat,True,True,active
USR00021,Asmianto Permadi,hutasoitamalia@gmail.com,085820251264,2026-01-26 14:21:27.779221,phone,2001-09-06,Female,Medan,Sumatera Utara,True,True,active
USR00022,"R.M. Cagak Wahyuni, M.Kom.",kartanuraini@hotmail.com,089769531177,2026-04-26 11:47:27.779221,facebook,1994-03-24,Female,Semarang,Jawa Tengah,True,True,active
USR00023,Wisnu Namaga,leowacana@hotmail.com,082245907973,2026-02-08 22:20:12.779221,google,1990-11-04,Female,Surabaya,Jawa Timur,True,True,active
USR00024,Padma Hartati,prayogaihsan@gmail.com,085747551952,2025-12-24 05:55:53.779221,facebook,1988-06-09,Male,Medan,Sumatera Utara,True,True,active
USR00025,Lanjar Puspasari,lintangprasetya@gmail.com,081626474964,2026-02-19 07:48:34.779221,google,1970-04-06,Male,Bandung,Jawa Barat,True,True,active
USR00026,"Siti Halim, S.H.",firmansyahmitra@gmail.com,085870903036,2025-12-31 04:44:13.779221,phone,2000-06-02,Male,Jakarta,DKI Jakarta,True,True,active
USR00027,Estiawan Winarsih,iprabowo@gmail.com,08566040091,2026-05-18 15:16:45.779221,google,2004-04-16,Female,Jakarta,DKI Jakarta,True,True,active
USR00028,Dr. Hesti Kusmawati,gnainggolan@gmail.com,089761628627,2026-03-05 05:37:42.779221,google,1994-10-06,Female,Jakarta,DKI Jakarta,True,True,active
USR00029,Lintang Zulkarnain,rhabibi@hotmail.com,085317014171,2026-04-16 06:02:41.779221,google,2009-05-27,Female,Semarang,Jawa Tengah,True,True,active
USR00030,Aswani Waskita,darimin33@gmail.com,088155126455,2026-06-06 04:26:02.779221,email,2001-12-04,Male,Semarang,Jawa Tengah,True,True,active
USR00031,Dina Anggraini,kalimhariyah@gmail.com,085193420414,2026-03-03 07:17:13.779221,email,1970-07-24,Male,Yogyakarta,DI Yogyakarta,True,True,active
USR00032,Yani Pudjiastuti,hardiansyahshania@hotmail.com,081648576654,2026-01-29 06:13:35.779221,google,1966-06-08,Female,Semarang,Jawa Tengah,True,True,active
USR00033,Wira Prakasa,rahmatlaksita@yahoo.com,088941974274,2026-01-03 14:55:03.779221,email,1979-12-23,Female,Semarang,Jawa Tengah,True,True,active
USR00034,Rama 32859,rama32859@tempmail.com,085162962477,2026-02-17 05:57:59.779221,phone,1969-06-03,Male,Semarang,Jawa Tengah,True,False,active
USR00035,Gambira 74606,gambira74606@tempmail.com,089633996035,2025-12-12 08:48:53.779221,google,1991-03-22,Male,Denpasar,Bali,False,False,active
USR00036,Harsaya Saptono,bsuwarno@hotmail.com,081484706716,2026-01-20 07:33:57.779221,google,2003-04-02,Male,Yogyakarta,DI Yogyakarta,True,True,active
USR00037,"Nasim Laksita, S.E.I",legapratama@gmail.com,085118595771,2026-03-04 12:56:35.779221,email,2004-11-04,Male,Semarang,Jawa Tengah,True,True,suspended
USR00038,"Puput Halim, S.Psi",hardiansyahlaila@yahoo.com,082192939751,2026-04-15 09:25:34.779221,google,1999-08-26,Male,Jakarta,DKI Jakarta,True,True,active
USR00039,"Drs. Endah Hakim, M.TI.",nashiruddincahyo@hotmail.com,081569097257,2026-03-31 14:49:58.779221,google,1970-01-21,Male,Makassar,Sulawesi Selatan,True,True,active
USR00040,Vera 93757,vera93757@tempmail.com,088712163344,2026-04-04 15:14:47.779221,google,1981-06-09,Male,Medan,Sumatera Utara,False,True,active
USR00041,Devi Purnawati,kiandrariyanti@gmail.com,081320395193,2026-01-24 00:44:50.779221,google,2007-07-31,Female,Medan,Sumatera Utara,True,True,active
USR00042,Hari Wahyuni,karman35@gmail.com,081719582229,2026-04-12 15:45:24.779221,email,1983-07-04,Male,Yogyakarta,DI Yogyakarta,True,True,active
USR00043,Prima 79656,prima79656@tempmail.com,085164779294,2026-02-04 02:46:46.779221,google,1974-05-03,Male,Jakarta,DKI Jakarta,False,False,active
USR00044,"Mariadi Salahudin, M.M.",cakrabuana07@hotmail.com,081389353203,2025-12-13 23:20:58.779221,phone,2003-09-29,Female,Surabaya,Jawa Timur,True,True,active
USR00045,Bagya Nasyiah,cintasaptono@gmail.com,087778207069,2026-05-10 03:34:04.779221,facebook,1989-03-07,Female,Makassar,Sulawesi Selatan,True,True,active
USR00046,Tasnim Prasasta,kairav27@hotmail.com,08113517835,2026-02-21 00:21:10.779221,facebook,1986-01-07,Male,Surabaya,Jawa Timur,True,True,active
USR00047,Hj. Paris Anggriawan,tari12@yahoo.com,088994600705,2026-03-25 11:17:50.779221,email,1973-04-14,Male,Surabaya,Jawa Timur,True,True,active
USR00048,Paiman Puspasari,kenarisuryono@hotmail.com,085879838315,2026-03-04 15:38:11.779221,google,1979-10-07,Female,Makassar,Sulawesi Selatan,True,True,active
USR00049,"Jasmin Putra, S.T.",dramadan@gmail.com,085158582114,2026-01-22 20:22:30.779221,google,2008-08-05,Male,Denpasar,Bali,True,True,active
USR00050,Yance Saefullah,adriansyahmulyanto@gmail.com,085365019311,2026-02-17 06:50:05.779221,facebook,2008-10-14,Female,Surabaya,Jawa Timur,True,True,banned
USR00051,Elisa Handayani,apurwanti@gmail.com,085366217126,2026-01-22 15:07:15.779221,facebook,1970-07-21,Male,Bandung,Jawa Barat,True,True,active
USR00052,"Eka Palastri, S.Gz",lalita82@yahoo.com,085288484532,2026-02-25 20:27:52.779221,google,1974-02-07,Male,Semarang,Jawa Tengah,True,True,active
USR00053,Bakda 55284,bakda55284@yopmail.com,085594910129,2026-05-28 04:41:34.779221,google,1986-05-29,Male,Denpasar,Bali,True,True,active
USR00054,Wulan Gunarto,imam31@yahoo.com,087773063577,2026-05-02 06:17:48.779221,google,2003-07-13,Male,Surabaya,Jawa Timur,True,True,active
USR00055,"drg. Raina Mangunsong, S.H.",garangzulkarnain@gmail.com,08113800715,2025-12-23 04:37:10.779221,phone,1977-08-21,Female,Bandung,Jawa Barat,True,True,active
USR00056,"Juli Zulkarnain, S.H.",galuh16@gmail.com,085163998141,2026-03-06 09:27:24.779221,google,1997-06-18,Female,Surabaya,Jawa Timur,True,True,suspended
USR00057,Daliono Haryanti,lurhur33@gmail.com,088916071701,2025-12-23 08:03:29.779221,facebook,1978-07-29,Female,Makassar,Sulawesi Selatan,True,True,active
USR00058,Julia Setiawan,setiawannardi@hotmail.com,081968477341,2026-02-03 04:32:26.779221,email,2000-02-05,Male,Bandung,Jawa Barat,True,True,active
USR00059,Shania Nasyiah,asman14@gmail.com,08117205454,2026-03-11 10:55:22.779221,phone,2004-12-09,Female,Makassar,Sulawesi Selatan,True,True,active
USR00060,Ani Kurniawan,usitumorang@yahoo.com,081249909444,2026-03-14 19:15:38.779221,google,1995-02-16,Female,Makassar,Sulawesi Selatan,True,True,active
USR00061,Drs. Calista Winarno,kacunggunawan@hotmail.com,085233946564,2026-01-05 19:41:26.779221,email,1995-02-08,Male,Jakarta,DKI Jakarta,True,True,active
USR00062,Karma Nasyiah,ozyastuti@gmail.com,082392607991,2026-02-08 01:24:16.779221,google,1987-11-26,Female,Bandung,Jawa Barat,True,True,suspended
USR00063,dr. Salimah Maheswara,cinthia46@yahoo.com,082232725849,2026-02-03 00:45:18.779221,facebook,1992-10-24,Male,Semarang,Jawa Tengah,True,True,active
USR00064,"Ida Puspasari, S.E.I",saadatwidiastuti@yahoo.com,085828925119,2026-03-16 06:28:12.779221,google,1977-04-10,Male,Bandung,Jawa Barat,True,True,active
USR00065,Ir. Ilsa Waskita,sihombingkemal@gmail.com,081636190263,2025-12-10 07:24:28.779221,email,1994-09-07,Male,Denpasar,Bali,True,True,active
USR00066,"Drs. Luluh Yolanda, S.Psi",chandayani@hotmail.com,082386660490,2026-03-01 19:59:32.779221,phone,1979-12-22,Female,Denpasar,Bali,True,True,active
USR00067,drg. Putu Narpati,suryonodiah@hotmail.com,081326098153,2026-03-05 07:25:26.779221,phone,2008-07-02,Male,Yogyakarta,DI Yogyakarta,True,True,active
USR00068,dr. Cornelia Prakasa,ihsan32@gmail.com,088999753485,2025-12-31 15:06:05.779221,email,1968-07-29,Male,Makassar,Sulawesi Selatan,True,True,active
USR00069,Jaswadi Suryatmi,hasanahradit@hotmail.com,085178056464,2026-02-12 03:07:51.779221,phone,2004-08-09,Male,Semarang,Jawa Tengah,True,True,active
USR00070,Nasim Winarno,pwacana@gmail.com,085115148168,2026-03-03 04:01:57.779221,facebook,1965-10-22,Female,Surabaya,Jawa Timur,True,True,active
USR00071,"KH. Timbul Kurniawan, S.Farm",garanmaryati@yahoo.com,085594031142,2026-03-29 08:45:06.779221,google,1968-11-06,Female,Medan,Sumatera Utara,True,True,active
USR00072,Sutan Vero Maheswara,zmansur@yahoo.com,082236263497,2026-01-29 12:40:08.779221,google,2001-07-29,Male,Denpasar,Bali,True,True,active
USR00073,Drs. Galiono Handayani,cpudjiastuti@gmail.com,082336652012,2026-04-11 06:36:06.779221,google,1997-09-25,Male,Medan,Sumatera Utara,True,True,active
USR00074,Hana Prayoga,eva73@yahoo.com,08563988274,2025-12-16 13:13:36.779221,phone,1995-05-14,Female,Yogyakarta,DI Yogyakarta,True,True,active
USR00075,Nasab Suwarno,kenarisitorus@yahoo.com,082256802228,2026-03-13 01:02:09.779221,email,2002-03-10,Male,Bandung,Jawa Barat,True,True,active
USR00076,Cahyo Maryadi,pranatamangunsong@hotmail.com,085875796479,2026-05-12 17:27:09.779221,phone,1979-12-28,Female,Makassar,Sulawesi Selatan,True,True,active
USR00077,Cagak 14828,cagak14828@tempmail.com,085370018532,2026-04-16 15:26:20.779221,google,1993-08-30,Female,Yogyakarta,DI Yogyakarta,False,True,active
USR00078,Julia Namaga,dagustina@gmail.com,085856651206,2026-04-23 08:27:19.779221,email,1994-01-08,Female,Yogyakarta,DI Yogyakarta,True,True,active
USR00079,Vera Padmasari,permataprabawa@yahoo.com,08564940297,2025-12-14 15:19:17.779221,email,1965-10-31,Female,Medan,Sumatera Utara,True,True,banned
USR00080,Niyaga 42461,niyaga42461@tempmail.com,085865194233,2026-03-01 13:55:07.779221,google,1985-10-02,Male,Yogyakarta,DI Yogyakarta,False,False,active
USR00081,"dr. Simon Andriani, M.Pd",ayuprasetya@yahoo.com,085116124158,2026-02-06 22:06:36.779221,phone,1995-02-02,Male,Medan,Sumatera Utara,True,True,active
USR00082,Ana Wibisono,uli62@yahoo.com,087724806311,2026-04-07 02:33:00.779221,google,1974-02-12,Male,Makassar,Sulawesi Selatan,True,True,active
USR00083,Drs. Aisyah Wijaya,hutasoitsyahrini@yahoo.com,08117361721,2025-12-26 12:57:16.779221,facebook,1974-08-31,Male,Makassar,Sulawesi Selatan,True,True,active
USR00084,Virman 47560,virman47560@yopmail.com,088881900277,2026-02-03 08:43:05.779221,google,1977-10-18,Male,Makassar,Sulawesi Selatan,False,True,active
USR00085,Elon Wibowo,indra75@yahoo.com,082211830849,2025-12-16 00:28:04.779221,email,1991-03-26,Male,Jakarta,DKI Jakarta,True,True,active
USR00086,Umi Andriani,carub70@hotmail.com,087815675419,2026-01-08 11:45:55.779221,google,2002-02-20,Male,Semarang,Jawa Tengah,True,True,active
USR00087,Wawan Tampubolon,salsabilahidayat@hotmail.com,081714533608,2026-01-30 22:05:37.779221,email,1968-03-03,Female,Surabaya,Jawa Timur,True,True,active
USR00088,"Dt. Wasis Prayoga, S.Kom",oktavianigaduh@gmail.com,081346238606,2026-05-25 09:28:53.779221,google,1974-01-08,Male,Yogyakarta,DI Yogyakarta,True,True,active
USR00089,Warsita 77195,warsita77195@gmail.com,082191294547,2026-03-01 13:42:05.779221,google,1973-03-20,Female,Jakarta,DKI Jakarta,False,False,active
USR00090,R.A. Nadia Rajasa,gandewa99@hotmail.com,082398053635,2026-03-30 21:38:18.779221,google,1973-03-23,Female,Denpasar,Bali,True,True,active
USR00091,"R.M. Yoga Saragih, S.IP",saragihkasiyah@hotmail.com,088685295643,2026-02-01 02:31:13.779221,google,1990-12-21,Female,Medan,Sumatera Utara,True,True,active
USR00092,Tina Napitupulu,rahayuzahra@hotmail.com,088583360915,2026-04-26 18:31:28.779221,google,1981-12-16,Male,Jakarta,DKI Jakarta,True,True,active
USR00093,Mursinin Sihombing,pratiwibakda@yahoo.com,081424622813,2026-04-12 20:05:52.779221,google,2001-09-07,Male,Semarang,Jawa Tengah,True,True,active
USR00094,Sabri 22284,sabri22284@yopmail.com,089775741381,2026-01-05 10:59:40.779221,phone,1990-08-25,Female,Yogyakarta,DI Yogyakarta,True,True,active
USR00095,Jono Yuliarti,ajiono67@gmail.com,089641196194,2025-12-20 10:59:37.779221,google,1994-12-07,Female,Denpasar,Bali,True,True,active
USR00096,Siska Haryanti,tedinugroho@hotmail.com,089614900250,2026-02-09 10:22:45.779221,email,2000-12-08,Female,Yogyakarta,DI Yogyakarta,True,True,active
USR00097,"Emong Susanti, M.Pd",bhastuti@hotmail.com,085975595812,2026-03-24 22:58:27.779221,google,2005-10-01,Male,Denpasar,Bali,True,True,active
USR00098,Janet Prasasta,setiawanumay@gmail.com,081879045775,2026-03-26 17:56:07.779221,facebook,1997-01-20,Female,Surabaya,Jawa Timur,True,True,active
USR00099,Ir. Salsabila Wibowo,asmianto75@gmail.com,085211828652,2026-01-09 11:45:18.779221,google,1998-08-11,Female,Surabaya,Jawa Timur,True,True,active
USR00100,Garang Rajata,kurnia94@hotmail.com,081366932774,2026-03-15 04:04:24.779221,phone,1966-02-14,Female,Bandung,Jawa Barat,True,True,active
USR00101,Dina 71807,dina71807@gmail.com,085249829248,2026-02-04 03:31:40.779221,phone,1978-06-07,Female,Semarang,Jawa Tengah,True,False,active
USR00102,Dimas Wasita,wpuspita@gmail.com,082148949552,2026-03-20 14:52:26.779221,email,1997-10-30,Female,Medan,Sumatera Utara,True,True,active
USR00103,"Narji Lestari, M.M.",iswahyudilanjar@gmail.com,082272126724,2025-12-15 12:25:54.779221,google,1992-12-13,Female,Bandung,Jawa Barat,True,True,active
USR00104,Zalindra 54665,zalindra54665@yopmail.com,081318999031,2026-04-24 05:24:30.779221,google,1981-12-27,Male,Medan,Sumatera Utara,True,False,active
USR00105,Salimah Prastuti,warsita88@yahoo.com,085118201748,2026-04-09 08:55:50.779221,phone,1994-05-21,Male,Denpasar,Bali,True,True,active
USR00106,"Pia Sitompul, S.I.Kom",tsaputra@yahoo.com,085540337167,2026-02-13 23:57:52.779221,facebook,1981-02-13,Female,Jakarta,DKI Jakarta,True,True,active
USR00107,Najam Nababan,digdaya82@gmail.com,088167198985,2026-04-01 12:09:59.779221,google,1980-02-27,Female,Semarang,Jawa Tengah,True,True,active
USR00108,"Novi Saefullah, M.Farm",daliono34@gmail.com,085596114007,2026-04-16 01:13:19.779221,google,1989-12-27,Male,Medan,Sumatera Utara,True,True,active
USR00109,Gatot 28469,gatot28469@tempmail.com,082185653133,2026-05-12 18:05:50.779221,google,1985-12-31,Female,Yogyakarta,DI Yogyakarta,True,True,active
USR00110,Nugraha Nasyidah,kuncaragunawan@gmail.com,081992662979,2026-04-17 19:46:04.779221,google,2003-02-01,Male,Denpasar,Bali,True,True,active
USR00111,Tami Mahendra,ajailani@hotmail.com,088822259214,2026-05-14 00:14:47.779221,google,1984-10-12,Male,Bandung,Jawa Barat,True,True,active
USR00112,Natalia Farida,gading04@yahoo.com,089917004714,2026-01-04 14:41:44.779221,phone,1973-03-12,Female,Denpasar,Bali,True,True,active
USR00113,"Puti Lalita Lestari, S.Pt",maryadiemin@hotmail.com,081525743269,2026-01-24 18:25:45.779221,google,1986-02-08,Female,Yogyakarta,DI Yogyakarta,True,True,active
USR00114,Drajat Lazuardi,msudiati@hotmail.com,085180059735,2026-02-08 13:32:33.779221,email,1980-10-15,Male,Surabaya,Jawa Timur,True,True,active
USR00115,"Dr. Harjasa Hartati, M.M.",lintang64@hotmail.com,088447277197,2026-04-26 03:28:00.779221,email,2007-09-10,Female,Bandung,Jawa Barat,True,True,active
USR00116,Lurhur Januar,queenprabowo@yahoo.com,087826138312,2026-03-27 08:22:21.779221,phone,1970-12-15,Male,Yogyakarta,DI Yogyakarta,True,True,active
USR00117,Galar 48031,galar48031@gmail.com,087756438200,2026-04-07 19:39:16.779221,google,1981-10-02,Male,Medan,Sumatera Utara,False,True,active
USR00118,Kusuma Hutagalung,adhiarjawasita@yahoo.com,088936284674,2026-03-04 20:35:28.779221,phone,2005-11-03,Male,Makassar,Sulawesi Selatan,True,True,active
USR00119,Icha Firmansyah,kokosuryono@hotmail.com,085159508547,2026-06-04 20:19:00.779221,phone,1996-04-30,Male,Semarang,Jawa Tengah,True,True,active
USR00120,Mahfud Pradipta,queen93@yahoo.com,08115612919,2026-04-12 14:45:51.779221,facebook,1973-03-29,Female,Jakarta,DKI Jakarta,True,True,active
USR00121,Sutan Marsudi Maryadi,edi10@gmail.com,081286796822,2026-05-17 21:19:20.779221,email,1986-05-13,Female,Jakarta,DKI Jakarta,True,True,active
USR00122,Ir. Irma Farida,hastutiyunita@yahoo.com,085775807017,2026-01-11 18:10:40.779221,email,1992-10-27,Male,Denpasar,Bali,True,True,active
USR00123,Kenari 3879,kenari3879@yopmail.com,081833744145,2026-02-28 11:41:46.779221,google,1999-06-28,Male,Surabaya,Jawa Timur,True,True,active
USR00124,drg. Ismail Hutapea,astutimariadi@hotmail.com,089747242488,2026-05-23 13:38:16.779221,phone,1982-06-20,Male,Medan,Sumatera Utara,True,True,active
USR00125,Bakijan Pradana,wulandarikawaya@hotmail.com,085852477264,2026-06-01 08:06:05.779221,facebook,1968-03-02,Female,Bandung,Jawa Barat,True,True,active
USR00126,"KH. Cayadi Halimah, M.TI.",lsetiawan@hotmail.com,085299620191,2026-04-18 01:06:01.779221,email,1995-02-03,Male,Bandung,Jawa Barat,True,True,active
USR00127,"Rahmat Lestari, S.Pt",atampubolon@yahoo.com,08114333354,2026-04-21 17:59:55.779221,google,1987-04-12,Male,Yogyakarta,DI Yogyakarta,True,True,active
USR00128,"Bala Marpaung, S.Psi",slailasari@hotmail.com,085525799382,2026-02-13 07:37:49.779221,phone,1992-09-06,Female,Surabaya,Jawa Timur,True,True,active
USR00129,Humaira 11970,humaira11970@yopmail.com,081934918714,2026-05-06 21:31:57.779221,email,1967-12-06,Male,Bandung,Jawa Barat,False,True,active
USR00130,Clara Sihotang,marsudi16@hotmail.com,085343115824,2026-02-06 18:42:57.779221,email,1965-07-05,Male,Medan,Sumatera Utara,True,True,active
USR00131,"Tedi Namaga, M.M.",mhabibi@hotmail.com,085248530763,2026-01-12 13:54:19.779221,google,1990-01-19,Female,Semarang,Jawa Tengah,True,True,active
USR00132,Dr. Sari Handayani,putrakasusra@hotmail.com,089646614518,2026-05-29 14:04:27.779221,google,1974-05-07,Female,Medan,Sumatera Utara,True,True,active
USR00133,Maida Laksita,dabukkerika@hotmail.com,085322403336,2026-03-14 03:22:44.779221,phone,1981-09-18,Female,Makassar,Sulawesi Selatan,True,True,active
USR00134,"Endah Saragih, M.Pd",puspasarirahman@gmail.com,081594694930,2026-04-21 10:11:03.779221,google,1980-09-20,Female,Bandung,Jawa Barat,True,True,active
USR00135,"Puti Malika Lazuardi, S.E.I",gsiregar@hotmail.com,085568230817,2026-02-14 09:07:04.779221,google,1984-01-15,Female,Semarang,Jawa Tengah,True,True,active
USR00136,Zahra Laksmiwati,dprasasta@hotmail.com,087744656876,2026-02-03 20:27:30.779221,phone,1975-04-11,Female,Bandung,Jawa Barat,True,True,active
USR00137,Fitriani Rahimah,cahyonosaefullah@yahoo.com,085260722242,2026-04-15 20:16:08.779221,google,1988-07-23,Male,Jakarta,DKI Jakarta,True,True,active
USR00138,"Dr. Emas Adriansyah, S.Pd",lili97@gmail.com,089811060092,2026-01-08 20:10:38.779221,phone,1995-10-26,Female,Yogyakarta,DI Yogyakarta,True,True,active
USR00139,drg. Gangsar Sitorus,uhasanah@gmail.com,081258050555,2026-02-06 11:41:39.779221,phone,1981-09-06,Male,Bandung,Jawa Barat,True,True,active
USR00140,Kani 80920,kani80920@gmail.com,08568297560,2026-05-19 23:31:02.779221,phone,1991-06-29,Female,Makassar,Sulawesi Selatan,False,False,banned
USR00141,Sabri Zulkarnain,simanjuntakwarsita@hotmail.com,082341447622,2026-05-06 04:59:25.779221,phone,1991-05-17,Female,Surabaya,Jawa Timur,True,True,active
USR00142,Salimah Yulianti,anastasiafirgantoro@gmail.com,085213832610,2026-01-09 20:45:46.779221,email,1999-08-12,Male,Semarang,Jawa Tengah,True,True,active
USR00143,dr. Cinthia Farida,novitasarivino@gmail.com,085528729977,2026-01-03 05:40:53.779221,email,1975-03-30,Male,Makassar,Sulawesi Selatan,True,True,active
USR00144,Safina Mangunsong,halimahkarta@yahoo.com,082328986566,2026-05-13 15:33:31.779221,phone,2007-11-05,Male,Makassar,Sulawesi Selatan,True,True,active
USR00145,"Lala Yulianti, S.Pt",vivi86@yahoo.com,085836898109,2026-05-29 11:12:49.779221,google,2008-02-01,Male,Bandung,Jawa Barat,True,True,active
USR00146,"Vanya Laksita, M.Pd",safitricahyo@gmail.com,089768592599,2025-12-26 12:33:16.779221,google,2008-05-19,Female,Medan,Sumatera Utara,True,True,active
USR00147,Yani 20983,yani20983@tempmail.com,081283796808,2026-06-04 06:27:24.779221,phone,1984-12-26,Female,Denpasar,Bali,False,True,active
USR00148,Pangeran Iswahyudi,wjanuar@hotmail.com,087722861395,2026-02-22 06:34:18.779221,email,1972-04-09,Female,Yogyakarta,DI Yogyakarta,True,True,active
USR00149,Eli Salahudin,gunawanmartaka@gmail.com,081966987832,2026-04-03 22:16:59.779221,phone,1985-05-24,Female,Yogyakarta,DI Yogyakarta,True,True,active
USR00150,Kasiyah Astuti,jindranuraini@yahoo.com,081988709162,2025-12-14 05:41:31.779221,email,2003-12-11,Male,Medan,Sumatera Utara,True,True,active
USR00151,"Prima Najmudin, S.E.",candrakantasuryatmi@yahoo.com,085255614022,2026-03-16 09:18:01.779221,phone,2007-08-08,Female,Jakarta,DKI Jakarta,True,True,active
USR00152,"Dimas Mandasari, M.Farm",jaimanhariyah@hotmail.com,085728532770,2026-03-16 02:16:50.779221,phone,1982-09-18,Female,Semarang,Jawa Tengah,True,True,active
USR00153,Hamima Widiastuti,hastutikamal@hotmail.com,082130232996,2026-02-02 08:22:31.779221,google,2002-08-17,Female,Semarang,Jawa Tengah,True,True,active
USR00154,Galih 55377,galih55377@yopmail.com,082179437349,2026-05-14 13:38:44.779221,google,1970-06-16,Male,Surabaya,Jawa Timur,True,False,active
USR00155,Jelita Rahmawati,sari64@yahoo.com,085211640743,2026-01-09 06:07:08.779221,google,1985-12-28,Female,Makassar,Sulawesi Selatan,True,True,active
USR00156,Harjo Laksmiwati,prakasaprabowo@hotmail.com,08117739464,2026-03-01 01:08:20.779221,google,1989-11-09,Female,Jakarta,DKI Jakarta,True,True,active
USR00157,Tgk. Tira Sihombing,wahyuniprima@yahoo.com,081370434208,2026-03-16 12:07:22.779221,email,1965-12-25,Female,Makassar,Sulawesi Selatan,True,True,active
USR00158,Hj. Victoria Hardiansyah,xsuwarno@gmail.com,088724988380,2026-05-10 13:01:01.779221,facebook,2006-09-28,Female,Bandung,Jawa Barat,True,True,active
USR00159,"Tgk. Darmaji Usada, S.Kom",violet21@hotmail.com,081210933716,2026-02-12 11:25:09.779221,google,2009-05-31,Female,Semarang,Jawa Tengah,True,True,active
USR00160,Galak Farida,prastutiomar@hotmail.com,081415347831,2026-01-01 14:49:01.779221,phone,1974-05-17,Male,Denpasar,Bali,True,True,active
USR00161,Upik Sihombing,radika23@gmail.com,081743866730,2026-03-01 16:15:50.779221,phone,2002-02-20,Male,Makassar,Sulawesi Selatan,True,True,active
USR00162,Paris Mardhiyah,gambira47@yahoo.com,082157900342,2026-02-27 23:59:16.779221,phone,1988-06-24,Female,Jakarta,DKI Jakarta,True,True,active
USR00163,"R. Jarwa Hutagalung, S.E.I",vickywulandari@yahoo.com,08566993567,2026-04-30 03:16:03.779221,phone,2003-05-11,Female,Jakarta,DKI Jakarta,True,True,active
USR00164,Cornelia Widodo,saptonogasti@gmail.com,081222693316,2026-01-02 11:48:12.779221,phone,1996-05-18,Female,Bandung,Jawa Barat,True,True,active
